can_nam,year,label,can_par_aff,can_inc_cha_ope_sea,dem_per,gop_per,ind_con,tot_con,tot_rec,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,tot_rec_final,cov_sta,cov_end
"Guthrie, Steven Brett",2014,KY-2,REP,INCUMBENT,30.8,69.2,73950.14,318643.36,319119.01,80975.62,1309370.7,1547514.09,1834726.89,2014-05-01 00:00:00,2014-06-30 00:00:00
"Wicker, Scott Brooks Jr",2012,KY-3,REP,CHALLENGER,64.0,34.5,2535.0,2609.0,2609.0,1058.0,633.0,2184.0,51614.38,2012-04-01 00:00:00,2012-06-30 00:00:00
"Mcfarlane, Michael",2014,KY-3,REP,CHALLENGER,63.5,35.6,25130.0,25130.0,25130.0,26258.91,59336.21,58207.3,181231.29,2014-05-01 00:00:00,2014-06-30 00:00:00
"Yarmuth, John A Mr",2012,KY-3,DEM,INCUMBENT,64.0,34.5,90938.03,179162.89,179220.27,49396.24,402978.19,532802.22,1000849.45,2012-05-03 00:00:00,2012-06-30 00:00:00
"Yarmuth, John A",2014,KY-3,DEM,INCUMBENT,63.5,35.6,14516.18,72516.18,72566.99,66672.6,681883.96,687778.35,804484.49,2014-05-01 00:00:00,2014-06-30 00:00:00
"Adkins, William R. Bill""""",2012,KY-4,DEM,OPEN,35.0,62.1,13783.81,21783.81,21783.81,13846.05,4046.02,11983.78,130786.35,2012-05-03 00:00:00,2012-06-30 00:00:00
"Massie, Thomas H.",2012,KY-4,REP,INCUMBENT,35.0,62.1,189493.53,247493.53,276060.1,316201.89,136484.65,96342.86,1089631.49,2012-05-03 00:00:00,2012-06-30 00:00:00
"Jensen, Elisabeth",2014,KY-6,DEM,CHALLENGER,40.0,60.0,117501.87,162664.79,163166.99,113216.35,226360.93,276311.57,890068.37,2014-05-01 00:00:00,2014-06-30 00:00:00
"Barr, Garland Andy",2012,KY-6,REP,CHALLENGER,46.7,50.6,249368.22,354568.22,359507.96,67779.7,466374.11,758102.37,2221934.6,2012-05-03 00:00:00,2012-06-30 00:00:00
"Barr, Garland Andy",2014,KY-6,REP,INCUMBENT,40.0,60.0,157006.28,318697.41,326066.72,70274.71,1111509.81,1367301.82,2748741.62,2014-05-01 00:00:00,2014-06-30 00:00:00
"Chandler, A.B. Iii",2012,KY-6,DEM,INCUMBENT,46.7,50.6,135369.08,269384.27,269388.05,76551.41,1152826.7,1345663.34,2403028.68,2012-05-03 00:00:00,2012-06-30 00:00:00
"Edwards, Edwin Washington",2014,LA-6,DEM,OPEN,62.4,37.5,168605.0,177305.0,177305.0,63344.43,27381.63,141342.2,433286.42,2014-04-01 00:00:00,2014-06-30 00:00:00
"Graves, Garret",2014,LA-6,REP,OPEN,62.4,37.5,444045.07,494104.69,494104.69,84352.79,312318.72,722070.62,2022332.1,2014-04-01 00:00:00,2014-06-30 00:00:00
"Golnik, Jonathan A",2012,MA-3,REP,CHALLENGER,65.9,34.1,61739.43,61739.43,61739.43,67148.23,65702.71,60293.91,248685.93,2012-04-01 00:00:00,2012-06-30 00:00:00
"Tsongas, Nicola S",2012,MA-3,DEM,INCUMBENT,65.9,34.1,249846.61,308246.61,308246.61,219418.66,316473.43,405301.38,1606981.65,2012-04-01 00:00:00,2012-06-30 00:00:00
"Tsongas, Nicola S",2014,MA-3,DEM,INCUMBENT,63.0,37.0,190647.79,243747.79,243747.79,114250.65,361463.61,490960.75,1227146.73,2014-04-01 00:00:00,2014-06-30 00:00:00
"Wofford, Roseann Ehrhard",2014,MA-3,REP,CHALLENGER,63.0,37.0,1150.0,1655.43,2440.43,1143.65,0.0,1296.78,31487.43,2014-04-01 00:00:00,2014-06-30 00:00:00
"Tisei, Richard R.",2012,MA-6,REP,CHALLENGER,48.3,47.3,436171.71,546696.71,571317.63,227611.1,458226.24,801932.77,2353474.59,2012-04-01 00:00:00,2012-06-30 00:00:00
"Tisei, Richard R.",2014,MA-6,REP,CHALLENGER,54.6,40.9,345878.47,423793.47,468779.98,218117.21,569256.04,819918.81,2014233.84,2014-04-01 00:00:00,2014-06-30 00:00:00
"Moulton, Seth",2014,MA-6,DEM,CHALLENGER,54.6,40.9,413785.52,413785.52,413790.02,273950.66,651122.47,790961.83,3363693.19,2014-04-01 00:00:00,2014-06-30 00:00:00
"Tierney, John F",2012,MA-6,DEM,INCUMBENT,48.3,47.3,265607.23,419135.36,421944.13,524115.8,795184.38,693012.71,2133195.59,2012-04-01 00:00:00,2012-06-30 00:00:00
"Chapman, John C",2014,MA-9,REP,CHALLENGER,55.0,45.0,63870.0,103670.0,107555.53,161107.61,119421.93,65869.85,1020211.63,2014-04-01 00:00:00,2014-06-30 00:00:00
"Keating, William Richard",2014,MA-9,DEM,INCUMBENT,55.0,45.0,96375.67,154700.67,154712.66,56270.12,550459.97,648902.51,1185655.89,2014-04-01 00:00:00,2014-06-30 00:00:00
"Tilghman, William F",2014,MD-1,DEM,CHALLENGER,29.3,70.7,3150.0,3150.0,3150.08,1245.13,4795.99,6700.94,572862.41,2014-06-05 00:00:00,2014-06-30 00:00:00
"Rosen, Wendy W",2012,MD-1,DEM,CHALLENGER,28.5,67.5,40340.33,40340.33,40365.75,62517.63,54872.25,32720.37,212998.69,2012-04-01 00:00:00,2012-06-30 00:00:00
"Harris, Andrew P",2012,MD-1,REP,INCUMBENT,28.5,67.5,159866.97,245566.97,245865.75,137230.58,626308.44,734943.61,1595563.24,2012-04-01 00:00:00,2012-06-30 00:00:00
"Harris, Andrew P",2014,MD-1,REP,INCUMBENT,29.3,70.7,26005.0,79505.0,79603.94,44375.0,692729.53,727958.47,1296624.88,2014-06-05 00:00:00,2014-06-30 00:00:00
"Jacobs, Nancy Camp",2012,MD-2,REP,CHALLENGER,65.5,31.4,59749.53,64924.53,64924.53,38298.24,12665.64,39291.93,258792.29,2012-04-01 00:00:00,2012-06-30 00:00:00
"Ruppersberger, C.A. Dutch",2012,MD-2,DEM,INCUMBENT,65.5,31.4,34241.8,160251.32,160676.18,83409.75,791266.66,868533.09,1408187.25,2012-04-01 00:00:00,2012-06-30 00:00:00
"Knowles, Eric Delano",2012,MD-3,REP,CHALLENGER,66.6,29.8,8483.79,8483.79,8683.79,6527.92,360.57,2516.44,31003.52,2012-04-01 00:00:00,2012-06-30 00:00:00
"Sarbanes, John P. Mr.",2012,MD-3,DEM,INCUMBENT,66.6,29.8,35954.42,35954.42,35954.42,98258.69,964592.61,902288.34,1010366.77,2012-04-01 00:00:00,2012-06-30 00:00:00
"Loudon, Faith M",2012,MD-4,REP,CHALLENGER,77.1,20.9,16259.74,20659.74,20659.74,10143.89,3423.13,13938.98,76922.37,2012-04-01 00:00:00,2012-06-30 00:00:00
"Hoyt, Nancy Jones",2014,MD-4,REP,CHALLENGER,70.0,28.6,100.0,1200.0,1200.0,3707.96,11642.34,9134.38,42811.28,2014-06-05 00:00:00,2014-06-30 00:00:00
"Edwards, Donna Fern",2014,MD-4,DEM,INCUMBENT,70.0,28.6,27787.14,48537.14,48537.14,46758.0,90677.11,92456.25,576482.9,2014-06-05 00:00:00,2014-06-30 00:00:00
"Edwards, Donna",2012,MD-4,DEM,INCUMBENT,77.1,20.9,8812.52,61562.52,61562.52,116044.02,189937.04,135455.54,788055.51,2012-04-01 00:00:00,2012-06-30 00:00:00
"O'Donnell, Tony",2012,MD-5,REP,CHALLENGER,62.2,35.2,35867.0,40917.0,40917.0,26157.17,28120.34,42880.17,177798.76,2012-04-01 00:00:00,2012-06-30 00:00:00
"Hoyer, Steny Hamilton",2012,MD-5,DEM,INCUMBENT,62.2,35.2,207910.0,560871.16,627429.34,437295.96,1244662.48,1434795.86,4155102.7,2012-04-01 00:00:00,2012-06-30 00:00:00
"Bongino, Daniel",2014,MD-6,REP,CHALLENGER,49.6,48.4,69188.98,70188.98,70188.98,110920.13,72857.1,32125.95,1481891.83,2014-06-05 00:00:00,2014-06-30 00:00:00
"Delaney, John K",2014,MD-6,DEM,INCUMBENT,49.6,48.4,46131.0,180011.41,180711.41,37864.27,163983.23,306830.37,2607470.56,2014-06-05 00:00:00,2014-06-30 00:00:00
"Bartlett, Roscoe G. Rep.",2012,MD-6,REP,INCUMBENT,58.6,38.1,248244.45,374943.44,376714.54,111389.25,282584.01,547909.3,1160262.71,2012-04-01 00:00:00,2012-06-30 00:00:00
"Delaney, John K",2012,MD-6,DEM,CHALLENGER,58.6,38.1,326307.48,452278.45,452278.45,541010.72,316550.62,227818.35,4605118.46,2012-04-01 00:00:00,2012-06-30 00:00:00
"Mirabile, Frank Charles Jr",2012,MD-7,REP,CHALLENGER,76.3,21.1,1880.0,1880.0,1880.0,1971.41,2127.79,2036.38,15180.0,2012-04-01 00:00:00,2012-06-30 00:00:00
"Cummings, Elijah E",2012,MD-7,DEM,INCUMBENT,76.3,21.1,37060.6,123481.85,126062.47,116581.61,839402.53,848883.39,795483.37,2012-04-01 00:00:00,2012-06-30 00:00:00
"Timmerman, Ken",2012,MD-8,REP,CHALLENGER,62.5,33.9,55738.0,62550.63,62550.63,28089.88,19487.78,53948.53,216118.13,2012-04-01 00:00:00,2012-06-30 00:00:00
"Van Hollen, Chris",2012,MD-8,DEM,INCUMBENT,62.5,33.9,202138.0,347842.69,350661.97,171101.24,2063801.3,2243362.03,1634095.81,2012-04-01 00:00:00,2012-06-30 00:00:00
"Misiuk, Isaac James",2014,ME-1,REP,CHALLENGER,60.3,30.7,1230.0,1230.0,1230.0,1437.3,1495.64,1288.34,20940.7,2014-05-22 00:00:00,2014-06-30 00:00:00
"Courtney, Jonathan T E",2012,ME-1,REP,CHALLENGER,64.7,35.3,6173.08,15677.94,15677.94,12963.56,16645.14,19359.52,129711.36,2012-05-24 00:00:00,2012-06-30 00:00:00
"Pingree, Chellie M",2012,ME-1,DEM,INCUMBENT,64.7,35.3,128277.01,166630.08,166806.44,27513.95,210158.4,349450.89,1024607.7,2012-05-24 00:00:00,2012-06-30 00:00:00
"Pingree, Chellie M",2014,ME-1,DEM,INCUMBENT,60.3,30.7,24050.0,40547.5,40549.22,20106.11,293076.57,313519.68,435540.05,2014-05-22 00:00:00,2014-06-30 00:00:00
"Raye, Kevin L",2012,ME-2,REP,CHALLENGER,58.1,41.9,137617.54,165617.54,165617.54,44464.04,124136.62,245290.12,682562.64,2012-05-24 00:00:00,2012-06-30 00:00:00
"Poliquin, Bruce L",2014,ME-2,REP,OPEN,41.8,47.1,286350.0,295935.83,309435.83,159684.78,141752.59,291503.64,1728594.18,2014-05-22 00:00:00,2014-06-30 00:00:00
"Cain, Emily Ann",2014,ME-2,DEM,OPEN,41.8,47.1,162889.23,265239.23,265242.42,166854.72,144823.6,243211.3,1975987.28,2014-05-22 00:00:00,2014-06-30 00:00:00
"Michaud, Michael H.",2012,ME-2,DEM,INCUMBENT,58.1,41.9,40980.0,108980.0,109489.33,18257.01,543425.57,634657.89,1222006.4,2012-05-24 00:00:00,2012-06-30 00:00:00
"Cannon, Jerry",2014,MI-1,DEM,CHALLENGER,45.3,52.1,97345.4,202378.49,203148.49,100716.94,270479.41,372910.96,1002506.43,2014-04-01 00:00:00,2014-06-30 00:00:00
"Mcdowell, Gary J. Hon.",2012,MI-1,DEM,CHALLENGER,47.5,48.2,185485.67,290662.38,291062.38,107074.92,502674.08,686661.54,1497727.24,2012-04-01 00:00:00,2012-06-30 00:00:00
"Benishek, Daniel J. M.D.",2012,MI-1,REP,INCUMBENT,47.5,48.2,150629.03,305031.85,305245.35,203306.98,512297.11,614235.48,2224860.19,2012-04-01 00:00:00,2012-06-30 00:00:00
"Benishek, Daniel J. M.D.",2014,MI-1,REP,INCUMBENT,45.3,52.1,232179.78,476009.23,487326.94,199616.48,654483.99,942194.45,2114648.35,2014-04-01 00:00:00,2014-06-30 00:00:00
"Bentivolio, Kerry",2012,MI-11,REP,OPEN,44.4,50.8,28589.87,34041.87,99041.87,33957.79,8180.82,73264.9,589761.87,2012-04-01 00:00:00,2012-06-30 00:00:00
"Taj, Syed Dr",2012,MI-11,DEM,OPEN,44.4,50.8,52698.97,59947.97,109947.97,87429.49,81279.06,103797.54,705593.58,2012-04-01 00:00:00,2012-06-30 00:00:00
"Mckenzie, Bobby",2014,MI-11,DEM,CHALLENGER,40.8,56.1,103026.52,113026.52,113026.52,119059.66,164986.12,158952.98,825724.7,2014-04-01 00:00:00,2014-06-30 00:00:00
"Trott, David A",2014,MI-11,REP,CHALLENGER,40.8,56.1,96480.0,1478980.0,1728980.0,1302589.42,1041521.36,1467911.94,5008647.6,2014-04-01 00:00:00,2014-06-30 00:00:00
"Bowman, Terrence Michael",2014,MI-12,REP,OPEN,65.0,31.3,6939.0,6939.0,6939.0,4579.0,11532.61,13892.61,48368.19,2014-04-01 00:00:00,2014-06-30 00:00:00
"Dingell, John D. Mr.",2012,MI-12,DEM,INCUMBENT,67.9,29.0,110450.0,297085.12,297434.46,102761.78,245235.53,439908.21,1444696.44,2012-04-01 00:00:00,2012-06-30 00:00:00
"Dingell, Debbie",2014,MI-12,DEM,OPEN,65.0,31.3,258036.59,404695.83,404786.15,190768.48,518263.2,732280.87,1600331.23,2014-04-01 00:00:00,2014-06-30 00:00:00
"Kallgren, Cynthia",2012,MI-12,REP,CHALLENGER,67.9,29.0,6265.0,6599.0,7599.0,4580.0,0.0,3018.0,22630.22,2012-04-01 00:00:00,2012-06-30 00:00:00
"Vanderstelt, Dean",2014,MI-2,DEM,CHALLENGER,33.2,63.6,9108.63,17920.75,18921.5,16524.56,5358.81,7755.75,57905.72,2014-04-01 00:00:00,2014-06-30 00:00:00
"Huizenga, William P The Hon.",2014,MI-2,REP,INCUMBENT,33.2,63.6,76343.02,172743.02,175044.73,94092.82,376761.66,457713.57,1277352.51,2014-04-01 00:00:00,2014-06-30 00:00:00
"Pestka, Steve",2012,MI-3,DEM,CHALLENGER,44.1,52.7,52833.32,76171.32,576171.32,112619.23,195509.09,659061.18,2098543.08,2012-04-01 00:00:00,2012-06-30 00:00:00
"Amash, Justin",2012,MI-3,REP,INCUMBENT,44.1,52.7,274053.12,297176.17,299376.17,80882.08,200551.78,419045.87,1361048.44,2012-04-01 00:00:00,2012-06-30 00:00:00
"Amash, Justin",2014,MI-3,REP,INCUMBENT,39.0,57.9,252000.35,272200.35,272474.35,311994.16,841007.26,801487.45,1805117.17,2014-04-01 00:00:00,2014-06-30 00:00:00
"Goodrich, Robert Emmett",2014,MI-3,DEM,CHALLENGER,39.0,57.9,300.0,60300.0,60300.0,58862.98,0.0,1437.02,328939.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Moolenaar, John",2014,MI-4,REP,OPEN,39.1,56.5,333831.82,453161.69,453161.69,167632.0,0.0,285529.69,1156712.66,2014-04-01 00:00:00,2014-06-30 00:00:00
"Holmes, Jeff",2014,MI-4,DEM,OPEN,39.1,56.5,3726.28,3726.28,3726.28,2325.37,0.0,1400.91,133963.28,2014-04-01 00:00:00,2014-06-30 00:00:00
"Slezak, James",2012,MI-5,REP,OPEN,65.0,31.4,150.0,150.0,150.0,5290.45,6972.83,1832.38,57221.06,2012-04-01 00:00:00,2012-06-30 00:00:00
"Kildee, Daniel T",2012,MI-5,DEM,OPEN,65.0,31.4,55015.0,116765.0,116776.79,80880.66,264106.77,300002.9,721597.71,2012-04-01 00:00:00,2012-06-30 00:00:00
"Clements, Paul Colin",2014,MI-6,DEM,CHALLENGER,40.4,55.8,120583.15,128083.15,128083.15,44815.07,275961.06,359229.14,793716.62,2014-04-01 00:00:00,2014-06-30 00:00:00
"Upton, Frederick Stephen",2014,MI-6,REP,INCUMBENT,40.4,55.8,173027.99,457732.0,458034.41,160669.45,1305587.09,1602952.05,3926017.82,2014-04-01 00:00:00,2014-06-30 00:00:00
"Upton, Frederick Stephen",2012,MI-6,REP,INCUMBENT,42.7,54.5,257078.0,625663.38,627514.16,1008368.12,2269823.55,1888969.59,4129538.09,2012-04-01 00:00:00,2012-06-30 00:00:00
"O'Brien, Michael Dennis",2012,MI-6,DEM,CHALLENGER,42.7,54.5,90594.73,95203.67,95203.67,5601.39,0.0,89602.28,293986.94,2012-04-01 00:00:00,2012-06-30 00:00:00
"Haskell, Kurt Richard",2012,MI-7,DEM,CHALLENGER,43.0,53.3,5965.85,6109.56,6109.56,4095.97,202.5,2216.09,101252.47,2012-04-01 00:00:00,2012-06-30 00:00:00
"Byrnes, Pam",2014,MI-7,DEM,CHALLENGER,41.2,53.5,189433.19,290516.85,290537.39,104677.32,423342.74,609202.81,1375605.15,2014-04-01 00:00:00,2014-06-30 00:00:00
"Walberg, Timothy L. Hon.",2012,MI-7,REP,INCUMBENT,43.0,53.3,102630.01,162958.07,166593.33,146579.79,686052.71,706066.25,1533549.73,2012-04-01 00:00:00,2012-06-30 00:00:00
"Walberg, Timothy L Hon.",2014,MI-7,REP,INCUMBENT,41.2,53.5,167934.64,362862.46,369586.35,145206.79,836670.98,1061050.54,1827643.49,2014-04-01 00:00:00,2014-06-30 00:00:00
"Bishop, Mike",2014,MI-8,REP,OPEN,41.9,54.8,249675.77,343525.91,346525.91,117594.41,0.0,228931.5,1062488.15,2014-04-01 00:00:00,2014-06-30 00:00:00
"Schertzing, Eric Anthony",2014,MI-8,DEM,OPEN,41.9,54.8,137665.6,147070.6,147076.41,20209.63,0.0,126866.78,504363.69,2014-04-01 00:00:00,2014-06-30 00:00:00
"Volaric, Donald Cecil",2012,MI-9,REP,CHALLENGER,61.9,34.0,5647.0,5647.0,5647.0,5699.53,1556.49,1503.96,54076.52,2012-04-01 00:00:00,2012-06-30 00:00:00
"Levin, Sander M Mr",2012,MI-9,DEM,INCUMBENT,61.9,34.0,123578.0,376078.0,376303.0,375955.32,426179.08,426526.76,1836756.43,2012-04-01 00:00:00,2012-06-30 00:00:00
"Hagedorn, James",2014,MN-1,REP,CHALLENGER,54.3,45.7,18310.0,30035.0,30035.0,22491.09,6950.44,14494.35,240931.12,2014-04-01 00:00:00,2014-06-30 00:00:00
"Quist, Allen",2012,MN-1,REP,CHALLENGER,57.6,42.4,8230.0,178230.0,178230.0,72414.06,59398.38,165214.32,640214.5,2012-04-01 00:00:00,2012-06-30 00:00:00
"Walz, Timothy J.",2014,MN-1,DEM,INCUMBENT,54.3,45.7,155486.03,231582.63,231774.63,101077.62,411216.6,541913.61,1575564.65,2014-04-01 00:00:00,2014-06-30 00:00:00
"Walz, Timothy J.",2012,MN-1,DEM,INCUMBENT,57.6,42.4,133560.25,238893.25,239208.68,137823.84,708259.2,809644.04,1976106.21,2012-04-01 00:00:00,2012-06-30 00:00:00
"Obermueller, Michael E.",2014,MN-2,DFL,CHALLENGER,38.9,56.1,137546.04,151546.04,153139.37,102462.78,238211.02,288887.61,933587.62,2014-04-01 00:00:00,2014-06-30 00:00:00
"Kline, John Paul Jr",2012,MN-2,REP,INCUMBENT,45.9,54.1,196112.53,428112.53,428280.24,151230.08,1060174.78,1337224.94,2352676.1,2012-04-01 00:00:00,2012-06-30 00:00:00
"Kline, John Paul Jr",2014,MN-2,REP,INCUMBENT,38.9,56.1,146495.55,295436.94,308339.14,279580.63,1658175.61,1686934.12,2776557.7,2014-04-01 00:00:00,2014-06-30 00:00:00
"Obermueller, Michael E",2012,MN-2,DEM,CHALLENGER,45.9,54.1,145556.21,220602.21,253102.21,38933.24,0.0,214168.97,722173.24,2012-04-01 00:00:00,2012-06-30 00:00:00
"Sund, Sharon ",2014,MN-3,DEM,CHALLENGER,37.8,62.2,51289.69,53789.69,53789.69,54895.31,30625.09,29519.47,156135.22,2014-04-01 00:00:00,2014-06-30 00:00:00
"Barnes, Brian Patrick",2012,MN-3,DFL,CHALLENGER,41.8,58.2,90012.26,107012.26,107012.26,81301.06,30841.0,56552.2,400434.95,2012-04-01 00:00:00,2012-06-30 00:00:00
"Paulsen, Erik",2012,MN-3,REP,INCUMBENT,41.8,58.2,267397.11,454769.58,454769.58,163078.12,1289913.39,1581604.85,3113793.48,2012-04-01 00:00:00,2012-06-30 00:00:00
"Paulsen, Erik",2014,MN-3,REP,INCUMBENT,37.8,62.2,210260.42,438954.59,440125.03,218937.25,1979136.02,2200323.8,3196225.86,2014-04-01 00:00:00,2014-06-30 00:00:00
"Mccollum, Betty",2014,MN-4,DEM,INCUMBENT,61.2,32.9,66488.0,114963.0,115079.56,80122.27,214079.21,249036.5,863235.1,2014-04-01 00:00:00,2014-06-30 00:00:00
"Mccollum, Betty",2012,MN-4,DFL,INCUMBENT,62.4,31.6,69151.0,90401.0,90402.27,106551.98,222624.18,206474.47,931989.76,2012-04-01 00:00:00,2012-06-30 00:00:00
"Hernandez, Anthony J",2012,MN-4,REP,CHALLENGER,62.4,31.6,10088.12,16680.58,16680.59,11654.33,0.0,5026.26,66696.85,2012-03-01 00:00:00,2012-06-30 00:00:00
"Walhgren, Sharna",2014,MN-4,REP,CHALLENGER,61.2,32.9,14946.0,49213.51,49213.51,34663.31,0.0,14550.2,131726.82,2014-04-24 00:00:00,2014-06-30 00:00:00
"Fields, Chris",2012,MN-5,REP,CHALLENGER,74.7,25.3,40240.26,40240.26,40240.26,11415.67,4957.54,33782.13,365440.71,2012-04-01 00:00:00,2012-06-30 00:00:00
"Ellison, Keith Maurice",2012,MN-5,DEM,INCUMBENT,74.7,25.3,211471.03,260371.03,262269.02,252547.14,133237.61,142959.49,2053544.11,2012-04-01 00:00:00,2012-06-30 00:00:00
"Ellison, Keith Maurice",2014,MN-5,DEM,INCUMBENT,70.9,24.0,300439.57,348939.57,352356.04,385085.8,229460.28,196730.52,2090932.14,2014-04-01 00:00:00,2014-06-30 00:00:00
"Daggett, Douglas James",2014,MN-5,REP,CHALLENGER,70.9,24.0,11568.0,13121.0,13121.0,7605.68,0.0,5515.32,41564.5,2014-03-01 00:00:00,2014-06-30 00:00:00
"Perske, Joseph Emil",2014,MN-6,DFL,OPEN,38.4,56.3,48035.0,55535.0,61535.0,20859.92,10494.2,51169.28,223413.2,2014-04-01 00:00:00,2014-06-30 00:00:00
"Graves, James Joseph",2012,MN-6,DFL,CHALLENGER,49.4,50.6,245175.0,262925.0,412925.0,93461.89,85026.0,404489.11,2579981.55,2012-04-01 00:00:00,2012-06-30 00:00:00
"Emmer, Thomas Earl Jr",2014,MN-6,REP,OPEN,38.4,56.3,224705.8,278955.8,280935.92,273743.7,252737.63,259929.85,2049149.96,2014-04-01 00:00:00,2014-06-30 00:00:00
"Bachmann, Michele",2012,MN-6,REP,INCUMBENT,49.4,50.6,1831619.81,1865129.81,1964309.23,882040.2,642480.75,1724749.78,25894721.16,2012-04-01 00:00:00,2012-06-30 00:00:00
"Byberg, Lee",2012,MN-7,REP,CHALLENGER,60.4,34.9,103196.6,113449.7,153449.7,122449.96,88430.8,119430.54,617019.84,2012-04-01 00:00:00,2012-06-30 00:00:00
"Westrom, Torrey Norman",2014,MN-7,REP,CHALLENGER,54.3,45.7,142250.53,225999.25,232217.31,73157.06,168728.95,327789.2,1035770.07,2014-04-01 00:00:00,2014-06-30 00:00:00
"Peterson, Collin Clark",2014,MN-7,DFL,INCUMBENT,54.3,45.7,93002.9,267763.86,267800.48,70062.75,528558.38,726296.11,1585615.69,2014-04-01 00:00:00,2014-06-30 00:00:00
"Peterson, Collin Clark",2012,MN-7,DFL,INCUMBENT,60.4,34.9,43985.0,190907.06,191174.29,124060.46,752533.95,819647.78,1129343.43,2012-04-01 00:00:00,2012-06-30 00:00:00
"Nolan, Richard Michael",2012,MN-8,DFL,CHALLENGER,54.5,45.5,89336.91,127911.91,127914.82,83201.99,38887.9,83600.73,1269915.13,2012-04-01 00:00:00,2012-06-30 00:00:00
"Mills, Stewart",2014,MN-8,REP,CHALLENGER,48.5,47.1,211677.12,338477.12,476495.08,403129.1,355738.89,429104.87,2130979.74,2014-04-01 00:00:00,2014-06-30 00:00:00
"Nolan, Richard Michael",2014,MN-8,DFL,INCUMBENT,48.5,47.1,151403.32,275343.26,285201.56,184231.2,478215.97,579186.33,2098794.61,2014-04-01 00:00:00,2014-06-30 00:00:00
"Cravaack, Raymond J Mr.",2012,MN-8,REP,INCUMBENT,54.5,45.5,219057.66,387457.66,393753.07,123931.39,625340.27,895161.95,2374759.79,2012-04-01 00:00:00,2012-06-30 00:00:00
"Irvin, Nathaniel Augustus",2014,MO-4,DEM,CHALLENGER,26.4,68.1,8372.0,8372.0,8372.0,5893.9,210.0,2688.1,13307.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Hensley, Teresa",2012,MO-4,DEM,CHALLENGER,35.5,60.3,147723.09,224973.09,224973.09,61998.76,235514.56,398488.89,834590.9,2012-04-01 00:00:00,2012-06-30 00:00:00
"Hartzler, Vicky ",2012,MO-4,REP,INCUMBENT,35.5,60.3,235363.96,344643.61,360513.15,104803.76,353819.66,609529.05,1510603.33,2012-04-01 00:00:00,2012-06-30 00:00:00
"Hartzler, Vicky",2014,MO-4,REP,INCUMBENT,26.4,68.1,48433.47,93433.47,93464.1,40058.05,512421.14,565827.19,932704.98,2014-04-01 00:00:00,2014-06-30 00:00:00
"Turk, Jacob",2012,MO-5,REP,CHALLENGER,60.2,37.2,43202.28,43202.28,43202.28,66396.0,85449.73,62256.01,359522.13,2012-04-01 00:00:00,2012-06-30 00:00:00
"Cleaver Ii, Emanuel",2014,MO-5,DEM,INCUMBENT,51.6,45.0,52090.61,184540.61,184540.61,90482.88,140405.88,234463.61,986750.65,2014-04-01 00:00:00,2014-06-30 00:00:00
"Cleaver, Emanuel Ii",2012,MO-5,DEM,INCUMBENT,60.2,37.2,54635.0,191845.11,191845.11,72579.36,440708.49,559974.24,1154849.08,2012-04-01 00:00:00,2012-06-30 00:00:00
"Turk, Jacob",2014,MO-5,REP,CHALLENGER,51.6,45.0,38345.2,38370.2,38370.2,20307.21,0.0,18062.99,140282.6,2014-04-01 00:00:00,2014-06-30 00:00:00
"Hedge, W A (Bill) Dr",2014,MO-6,DEM,CHALLENGER,29.5,66.6,8398.0,8698.0,17698.0,8490.5,-143.23,9064.27,58989.68,2013-12-03 00:00:00,2014-06-30 00:00:00
"Yarber, Kyle",2012,MO-6,DEM,CHALLENGER,32.5,65.0,590.0,590.0,16657.0,14019.0,11619.0,14256.0,64995.0,2012-04-01 00:00:00,2012-06-30 00:00:00
"Graves, Samuel B 'Sam'",2012,MO-6,REP,INCUMBENT,32.5,65.0,52075.0,229325.0,229333.6,246998.91,403145.47,385480.16,1357980.82,2012-04-01 00:00:00,2012-06-30 00:00:00
"Graves, Samuel B Sam""""",2014,MO-6,REP,INCUMBENT,29.5,66.6,60882.0,207783.52,207795.27,191633.27,563926.52,580088.52,1263609.57,2014-04-01 00:00:00,2014-06-30 00:00:00
"Evans, Jim",2014,MO-7,DEM,CHALLENGER,28.8,63.5,8007.0,8082.0,8082.0,11744.66,48026.72,44364.06,111218.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Long, Billy",2014,MO-7,REP,INCUMBENT,28.8,63.5,41704.0,136514.05,137036.55,117665.69,680550.04,699920.9,1199797.11,2014-04-01 00:00:00,2014-06-30 00:00:00
"Stocker, Barbara Hamill",2014,MO-8,DEM,CHALLENGER,24.3,66.7,4372.0,4372.0,19872.0,17832.78,4953.58,6992.8,237744.36,2014-04-01 00:00:00,2014-06-30 00:00:00
"Smith, Jason T",2014,MO-8,REP,INCUMBENT,24.3,66.7,147613.03,223363.03,223892.89,127655.2,122747.1,218984.79,1735609.96,2014-04-01 00:00:00,2014-06-30 00:00:00
"Emerson, Joann",2012,MO-8,REP,INCUMBENT,24.6,71.9,71211.0,244645.66,246650.66,196809.44,248670.92,298512.14,1517261.37,2012-04-01 00:00:00,2012-06-30 00:00:00
"Rushin, Jack D, D C",2012,MO-8,DEM,CHALLENGER,24.6,71.9,4900.0,9126.0,12201.0,9146.0,0.0,3054.0,24817.41,2012-04-01 00:00:00,2012-06-30 00:00:00
