year,label,can_nam_dem,can_par_aff_dem,can_inc_cha_ope_sea_dem,ind_con_dem,tot_con_dem,tot_rec_dem,tot_dis_dem,cas_on_han_beg_of_per_dem,cas_on_han_clo_of_per_dem,tot_rec_final_dem,can_nam_gop,can_par_aff_gop,can_inc_cha_ope_sea_gop,per_dem,per_gop,ind_con_gop,tot_con_gop,tot_rec_gop,tot_dis_gop,cas_on_han_beg_of_per_gop,cas_on_han_clo_of_per_gop,tot_rec_final_gop,gopwin,population,income,homeval,rentval,gopvi,density,white,gop_cash_adv_beg,gop_cash_adv_end,urb_cat,seat_stat_gop,inc_gop,gop_fund_adv
2014,GA-7,"Wight, Thomas Dee",DEM,1,240.0,240.0,240.0,7043.0,13013.0,6018.0,19569.0,"Woodall, Rob Rep.",REP,0,34.5,65.5,10050.0,21050.0,21396.18,78259.62,75205.08,18341.64,494448.88,1,713767,62620,156156,1008,14,1818,0.582447774,62192,12323,0,INCUMBENT,1,21156
2012,IL-12,"Enyart, William L Jr",DEM,2,84740.0,177990.0,177990.0,1255.75,0.0,176734.25,1180462.93,"Plummer, Jason",REP,2,51.5,42.9,116487.12,236737.12,291357.75,130798.5,55860.91,216420.16,1350428.22,0,708957,43900,190027,694,0,141,0.790637514,55860,39685,2,OPEN,0,113367
2012,TX-27,"Harrison, Rose Meza",DEM,1,90321.06,101768.17,102444.06,109665.99,20762.62,13540.69,399641.24,"Farenthold, Randolph Blake",REP,0,39.2,56.7,53376.53,103876.53,104033.7,122527.53,63670.59,45176.76,1153511.4,1,707737,48082,161303,799,13,77,0.844422434,42907,31636,2,INCUMBENT,1,1589
2014,OK-5,"Mcaffrey, Al",DEM,2,7425.0,7425.0,7425.0,16784.28,15100.88,5741.6,177046.78,"Russell, Steven Dane",REP,2,36.3,60.1,65979.0,65979.0,65979.0,40528.76,56561.65,82011.89,847747.56,1,772136,43964,176819,736,12,372,0.693390802,41460,76270,2,OPEN,0,58554
2014,AZ-6,"Williamson, W John",DEM,1,83.09,683.09,2183.09,2797.85,1127.27,512.51,10694.63,"Schweikert, David",REP,0,35.1,64.9,72549.0,112499.0,112499.0,67860.66,40865.42,85503.76,1127799.43,1,733405,61081,189034,988,12,1173,0.862466168,39738,84991,0,INCUMBENT,1,110315
2012,CA-3,"Garamendi, John",DEM,0,133289.7,210595.34,211095.34,127282.68,132257.01,216069.67,2085819.12,"Dolbow Vann, Kimberly",REP,1,53.9,46.1,104400.0,221900.0,222412.01,168279.19,168602.19,222735.01,1237746.49,0,708773,54161,140146,1083,-3,114,0.652905796,36345,6665,2,CHALLENGER,0,11316
2012,OK-1,"Olson, John Richard",DEM,1,20458.4,20458.4,20458.4,3066.22,16749.08,34141.26,326146.63,"Bridenstine, James Frederick",REP,1,32.0,63.5,82086.17,93086.17,93086.17,95408.59,38340.96,36018.54,781983.29,1,766928,48846,190171,746,18,470,0.729470042,21591,1877,2,CHALLENGER,0,72627
2012,NC-13,"Malone, Charles",DEM,2,3690.0,5530.0,5530.0,3198.99,0.0,2331.01,18132.48,"Holding, George E. B. Mr.",REP,2,42.9,57.1,127404.79,156354.79,226354.79,225469.85,15841.43,16726.37,1692833.09,1,759655,62691,211242,874,8,333,0.746074205,15841,14395,2,OPEN,0,220824
2014,CA-3,"Garamendi, John",DEM,0,56564.63,143190.01,144814.18,66943.96,264562.78,342433.0,1457786.33,"Logue, Daniel",REP,1,52.2,47.8,80614.14,136614.14,266671.43,217574.5,274786.27,323883.2,1612862.53,0,708773,54161,140146,1083,-3,114,0.652905796,10223,-18549,2,CHALLENGER,0,121857
2012,MI-1,"Mcdowell, Gary J. Hon.",DEM,1,185485.67,290662.38,291062.38,107074.92,502674.08,686661.54,1497727.24,"Benishek, Daniel J. M.D.",REP,0,47.5,48.2,150629.03,305031.85,305245.35,203306.98,512297.11,614235.48,2224860.19,1,705172,42299,227138,636,5,28,0.92526646,9623,-72426,2,INCUMBENT,1,14182
2012,NY-24,"Maffei, Daniel Benjamin Mr.",DEM,1,111269.58,224169.58,226594.72,16516.58,670188.76,880266.9,2032959.47,"Buerkle, Ann Marie",REP,0,48.4,43.8,58167.85,113217.85,113217.85,43542.73,676974.85,746649.97,2021185.47,0,714256,52243,190205,737,-5,299,0.852226653,6786,-133616,2,INCUMBENT,1,-113376
2012,MI-3,"Pestka, Steve",DEM,1,52833.32,76171.32,576171.32,112619.23,195509.09,659061.18,2098543.08,"Amash, Justin",REP,0,44.1,52.7,274053.12,297176.17,299376.17,80882.08,200551.78,419045.87,1361048.44,1,714507,50381,192935,735,4,271,0.847844738,5042,-240015,2,INCUMBENT,1,-276795
2014,MI-4,"Holmes, Jeff",DEM,2,3726.28,3726.28,3726.28,2325.37,0.0,1400.91,133963.28,"Moolenaar, John",REP,2,39.1,56.5,333831.82,453161.69,453161.69,167632.0,0.0,285529.69,1156712.66,1,703410,43262,208197,679,5,83,0.939811774,0,284128,2,OPEN,0,449435
2014,MI-8,"Schertzing, Eric Anthony",DEM,2,137665.6,147070.6,147076.41,20209.63,0.0,126866.78,504363.69,"Bishop, Mike",REP,2,41.9,54.8,249675.77,343525.91,346525.91,117594.41,0.0,228931.5,1062488.15,1,713390,61476,193964,814,2,474,0.866001766,0,102064,2,OPEN,0,199449
2014,WI-6,"Harris, Mark L",DEM,2,23995.0,37320.0,37320.0,12167.49,0.0,25152.51,278511.58,"Grothman, Glenn S",REP,2,40.9,56.8,134538.64,137638.64,147638.64,77152.95,0.0,70485.69,1195305.46,1,710274,52617,204030,679,5,144,0.933718537,0,45333,2,OPEN,0,110318
2012,SC-7,"Tinubu, Gloria Bromell",DEM,1,8280.37,19280.37,84780.37,84035.69,374.6,1119.28,637072.74,"Rice, Tom",REP,1,45.1,54.9,1000.0,14500.0,14500.0,347.67,0.0,14152.33,1473766.58,1,671664,38107,178002,715,7,125,0.660114283,-374,13033,2,CHALLENGER,0,-70280
2014,ME-2,"Cain, Emily Ann",DEM,2,162889.23,265239.23,265242.42,166854.72,144823.6,243211.3,1975987.28,"Poliquin, Bruce L",REP,2,41.8,47.1,286350.0,295935.83,309435.83,159684.78,141752.59,291503.64,1728594.18,1,660104,41965,196504,683,-2,23,0.954714712,-3071,48292,2,OPEN,0,44193
2012,TX-16,"O'Rourke, Robert ''Beto''",DEM,1,19103.36,19108.36,19108.36,69868.08,60545.54,9785.82,685661.09,"Carrasco, Barbara",REP,1,65.5,32.8,5583.0,5583.0,5583.0,3813.73,52803.53,54572.8,132479.0,0,720643,42048,138047,746,-12,1014,0.823986357,-7742,44786,0,CHALLENGER,0,-13525
2014,UT-1,"Mcaleer, Donna",DEM,1,53026.43,74026.43,74026.43,33766.84,42666.5,82926.09,266276.9,"Bishop, Robert",REP,0,29.0,64.2,40819.0,127319.0,127369.0,64991.18,34303.5,96681.32,559345.61,1,709157,59082,165183,799,27,36,0.892906648,-8363,13755,2,INCUMBENT,1,53342
2012,IL-13,"Gill, David Michael",DEM,1,192984.29,235484.29,235484.29,52564.96,16486.73,199406.06,1325027.48,"Davis, Rodney L",REP,2,46.2,46.6,241871.17,440841.17,440844.17,11660.06,0.0,429184.11,1400450.64,1,715252,46780,184041,732,0,123,0.822682076,-16486,229778,2,OPEN,0,205359
2012,VA-3,"Scott, Robert C",DEM,0,42100.0,111100.0,111100.0,17042.92,28265.22,122322.3,451466.32,"Longo, Dean Jay",REP,1,81.2,18.8,1025.0,1025.0,1050.0,2386.5,8201.37,6864.87,31059.9,0,745074,40424,137437,891,-27,786,0.355010375,-20063,-115457,1,CHALLENGER,0,-110050
2012,IL-1,"Rush, Bobby L",DEM,0,0.0,35500.0,35500.0,44014.33,36900.77,28386.44,498765.15,"Peloquin, Donald",REP,1,73.8,26.2,2950.0,2950.0,2950.0,11684.87,15280.57,6545.7,101655.92,0,712618,47676,159055,886,-28,2758,0.407372533,-21620,-21840,0,CHALLENGER,0,-32550
2012,TX-34,"Vela, Filemon Mr.",DEM,1,111148.28,122412.71,147412.71,121498.06,20816.12,46730.77,894184.38,"Puente Bradshaw, Jessica",REP,1,62.2,35.9,14113.0,14113.0,14113.0,8149.64,-1004.76,4958.6,86589.14,0,712561,34347,140587,639,-8,87,0.901585969,-21820,-41772,2,CHALLENGER,0,-133299
2012,OH-9,"Kaptur, Marcy C Hon.",DEM,0,27880.88,129130.88,129130.88,74132.45,105715.32,160713.75,1150008.58,"Wurzelbacher, Samuel Joseph",REP,1,72.6,23.5,95579.75,95579.75,95722.81,163472.05,82481.51,14732.27,426363.08,0,715939,39544,178479,660,-15,1540,0.761084394,-23233,-145981,0,CHALLENGER,0,-33408
2014,NJ-12,"Coleman, Bonnie Watson",DEM,2,138918.24,217318.24,217391.71,245766.11,94263.3,65888.9,1395927.28,"Eck, Alieta Dr",REP,2,60.9,36.6,29064.0,33207.61,33207.61,15124.93,69340.63,87423.31,223878.72,0,743711,77585,174890,1200,-14,1804,0.577264556,-24922,21534,0,OPEN,0,-184184
2014,FL-5,"Brown, Corrine",DEM,0,39150.0,78150.0,78740.0,75281.2,36114.03,39572.83,598417.33,"Scurry-Smith, Gloreatha",REP,1,65.5,34.5,20169.0,30169.0,30254.6,32300.89,7098.38,5052.09,135796.29,0,714393,32887,130167,842,-21,527,0.386182395,-29015,-34520,1,CHALLENGER,0,-48485
2014,NC-12,"Adams, Alma Shealey",DEM,0,53464.7,121877.98,121878.08,151403.99,55852.89,26326.98,766898.47,"Coakley, Vincent Edward",REP,2,75.4,24.6,44213.0,58413.0,58544.0,43106.57,24598.54,40035.97,383908.73,0,759136,35657,129645,766,-26,1381,0.372194179,-31254,13708,0,OPEN,0,-63334
2012,MD-6,"Delaney, John K",DEM,1,326307.48,452278.45,452278.45,541010.72,316550.62,227818.35,4605118.46,"Bartlett, Roscoe G. Rep.",REP,0,58.6,38.1,248244.45,374943.44,376714.54,111389.25,282584.01,547909.3,1160262.71,0,741402,72021,184591,1205,-4,380,0.692548712,-33966,320090,2,INCUMBENT,1,-75563
2012,GA-4,"Johnson, Henry C 'Hank'",DEM,0,15175.0,76175.0,76175.0,70710.86,37278.73,42742.87,448223.02,"Vaughn, Jeffery Chris",REP,1,73.6,26.4,17756.4,17756.4,17756.4,7281.35,0.0,10475.05,44102.4,0,713474,48335,152788,919,-21,1436,0.305817731,-37278,-32267,0,CHALLENGER,0,-58418
2012,HI-1,"Hanabusa, Colleen Wakako",DEM,0,111170.14,187674.93,187674.93,117021.36,428471.91,499125.48,1439038.46,"Djou, Charles K",REP,1,54.6,45.4,118670.0,139170.0,139170.0,21763.28,387246.43,504653.15,693739.93,0,696072,70989,122826,1409,-18,3326,0.181316013,-41225,5527,0,CHALLENGER,0,-48504
2012,FL-5,"Brown, Corrine",DEM,0,21260.0,77260.0,77260.0,60893.46,50939.41,67305.95,615071.75,"Kolb, Euna Leanne",REP,1,70.8,26.3,1001.0,1001.0,1001.0,3325.26,4884.04,2559.78,19941.0,0,714393,32887,130167,842,-21,527,0.386182395,-46055,-64746,1,CHALLENGER,0,-76259
2012,WI-4,"Moore, Gwendolynne",DEM,0,49655.45,156910.9,157087.73,109510.34,49967.91,97545.3,823446.23,"Sebring, Daniel P",REP,1,72.3,24.8,8914.5,9641.17,9641.17,6352.18,397.14,3686.13,40052.19,0,715738,37671,127614,770,-23,5576,0.533899276,-49570,-93859,0,CHALLENGER,0,-147446
2014,CO-5,"Halter, Irving Leslie Jr",DEM,1,64616.21,69217.21,69217.42,14872.18,264695.93,319041.17,834943.42,"Lamborn, Douglas L",REP,0,40.2,59.8,11538.0,70538.0,70538.0,155899.1,200224.92,114863.82,590021.76,1,741804,55288,178028,917,13,102,0.824012812,-64471,-204177,2,INCUMBENT,1,1320
2014,IL-10,"Schneider, Bradley Scott",DEM,1,611011.43,800665.13,801568.77,248866.61,1351027.06,1903729.22,4843061.39,"Dold, Robert James Jr",REP,1,48.4,51.6,461873.11,607173.11,612248.52,244762.24,1285122.12,1652608.4,3732448.13,1,712624,68318,177717,1025,-8,2377,0.76400037,-65904,-251120,0,CHALLENGER,0,-189320
2012,CA-51,"Vargas, Juan C.",DEM,2,69456.0,171206.0,171242.75,188847.22,67432.28,49827.81,1075806.23,"Crimmins, Michael ",REP,2,70.0,30.0,11210.0,11210.0,11810.0,2957.5,1510.83,10363.33,28074.34,0,726668,40686,84786,966,-16,151,0.641247447,-65921,-39464,2,OPEN,0,-159432
2012,OH-3,"Beatty, Joyce",DEM,1,21970.4,123920.4,123920.4,68108.1,72070.97,127883.27,812093.22,"Long, Chris",REP,1,67.8,26.9,9140.0,9140.0,9140.0,4670.98,1308.18,5777.2,25451.3,0,733312,40039,132608,767,-17,3216,0.57678587,-70762,-122106,0,CHALLENGER,0,-114780
2014,WI-4,"Moore, Gwen S",DEM,0,29356.72,147006.72,147601.82,126527.03,71996.7,93071.49,1031481.1,"Sebring, Daniel P",REP,1,70.3,26.9,1774.74,2967.39,2967.39,3333.64,1203.34,837.09,21135.9,0,715738,37671,127614,770,-23,5576,0.533899276,-70793,-92234,0,CHALLENGER,0,-144634
2012,MI-11,"Taj, Syed Dr",DEM,2,52698.97,59947.97,109947.97,87429.49,81279.06,103797.54,705593.58,"Bentivolio, Kerry",REP,2,44.4,50.8,28589.87,34041.87,99041.87,33957.79,8180.82,73264.9,589761.87,1,711982,72072,207228,927,4,1698,0.833985972,-73098,-30532,0,OPEN,0,-10906
2014,NY-11,"Recchia, Domenic M Jr",DEM,1,179139.87,261693.54,262009.63,55946.04,1076203.15,1282266.74,2479667.18,"Grimm, Michael",REP,0,42.1,55.4,23430.0,23430.0,23430.0,13104.07,1002254.91,1012580.84,2000574.11,1,729585,63706,148496,1180,2,11082,0.727693141,-73948,-269685,0,INCUMBENT,1,-238579
2014,NY-19,"Eldridge, Sean",DEM,1,180876.22,608706.22,620292.13,75118.82,1561046.55,2106219.86,6432439.33,"Gibson, Christopher P",REP,0,35.0,65.0,230213.4,366563.4,461788.57,33145.29,1485818.5,1914461.78,3173356.95,1,714225,56611,199225,880,-1,89,0.899218034,-75228,-191758,2,INCUMBENT,1,-158503
2012,NM-1,"Grisham, Michelle",DEM,2,155382.04,293232.04,353232.04,270802.19,118458.95,200888.8,1818730.01,"Arnold-Jones, Janice E",REP,2,59.1,40.9,64885.22,70385.22,70385.22,31749.65,40295.79,78931.36,578878.86,0,695527,46601,171687,779,-7,151,0.71654012,-78163,-121957,2,OPEN,0,-282846
2014,MD-4,"Edwards, Donna Fern",DEM,0,27787.14,48537.14,48537.14,46758.0,90677.11,92456.25,576482.9,"Hoyt, Nancy Jones",REP,1,70.0,28.6,100.0,1200.0,1200.0,3707.96,11642.34,9134.38,42811.28,0,737812,72990,163229,1235,-26,2477,0.320137108,-79034,-83321,0,CHALLENGER,0,-47337
2014,PA-13,"Boyle, Brendan F",DEM,2,40282.03,116585.19,186585.19,214869.05,180981.44,152697.58,1371504.12,"Adcock, Carson Dee",REP,2,67.1,32.9,30569.99,30569.99,148569.99,235159.28,101660.75,15071.46,539202.58,0,717729,55533,171145,976,-13,4625,0.658800188,-79320,-137626,0,OPEN,0,-38015
2014,MA-6,"Moulton, Seth",DEM,1,413785.52,413785.52,413790.02,273950.66,651122.47,790961.83,3363693.19,"Tisei, Richard R.",REP,1,54.6,40.9,345878.47,423793.47,468779.98,218117.21,569256.04,819918.81,2014233.84,0,742624,77279,193007,1117,-4,1409,0.866117982,-81866,28956,0,CHALLENGER,0,54989
2014,CA-11,"Desaulnier, Mark",DEM,2,71745.11,145045.11,145045.11,224234.46,118141.73,38952.38,561969.88,"Quang, Tue Phan",REP,2,66.9,33.1,6442.95,6642.95,6642.95,5368.68,34889.74,36164.01,118694.01,0,724286,72161,163584,1302,-17,1467,0.64349304,-83251,-2788,0,OPEN,0,-138402
2012,PA-2,"Fattah, Chaka Mr.",DEM,0,23830.0,81580.0,82602.5,98780.15,91057.42,74879.77,554638.34,"Mansfield, Robert Allen",REP,1,89.4,9.4,76.0,3076.0,3076.0,3108.42,693.53,661.11,12186.0,0,718235,35300,135882,891,-38,9687,0.315104388,-90363,-74218,0,CHALLENGER,0,-79526
2014,MD-6,"Delaney, John K",DEM,0,46131.0,180011.41,180711.41,37864.27,163983.23,306830.37,2607470.56,"Bongino, Daniel",REP,1,49.6,48.4,69188.98,70188.98,70188.98,110920.13,72857.1,32125.95,1481891.83,0,741402,72021,184591,1205,-4,380,0.692548712,-91126,-274704,2,CHALLENGER,0,-110522
2012,FL-10,"Demings, Valdez Val",DEM,1,171641.49,292503.86,292503.86,187618.48,482251.08,587136.46,1961473.62,"Webster, Daniel",REP,0,48.2,51.8,132161.05,199443.96,202974.34,55420.78,390621.69,538175.25,1534724.86,1,733108,49293,184377,988,6,649,0.761342121,-91629,-48961,1,INCUMBENT,1,-89529
2014,NC-6,"Fjeld, Laura",DEM,2,146894.15,164794.15,164794.15,178936.11,134504.46,120362.5,904778.86,"Walker, Bradley Mark",REP,2,41.3,58.7,8750.0,8750.0,8750.0,26837.54,40758.92,22671.38,839378.33,1,750726,48309,215309,715,10,204,0.77487259,-93745,-97691,2,OPEN,0,-156044
2014,VA-10,"Foust, John",DEM,2,247816.72,423036.72,573036.72,62404.47,615086.15,1125718.4,3036063.25,"Comstock, Barbara J",REP,2,40.4,56.6,382597.35,579147.35,610797.62,554937.35,520030.25,575890.52,3464538.28,1,765146,110981,196324,1447,2,557,0.735683125,-95055,-549827,1,OPEN,0,37760
2012,CT-3,"Delauro, Rosa L",DEM,0,80182.54,153234.39,153234.39,161919.48,101289.18,92604.09,1175607.54,"Winsley, Wayne Anthony",REP,2,74.6,25.4,12292.0,12792.0,12992.0,8788.94,1545.84,5748.9,60755.21,0,715715,61654,173067,1086,-11,1521,0.750091866,-99743,-86855,0,OPEN,0,-140242
2012,TX-33,"Veasey, Marc Allison",DEM,2,248596.96,412096.96,412198.96,264702.04,104983.2,252480.12,1219901.76,"Bradley, Charles Wayne",REP,2,72.5,25.7,1800.0,1800.0,1800.0,2170.0,1960.0,1590.0,12983.0,0,709378,34395,104473,741,-18,3347,0.651933102,-103023,-250890,0,OPEN,0,-410398
2014,AZ-3,"Grijalva, Raul M",DEM,0,32271.0,55521.0,55521.0,56093.4,108842.54,108270.14,589338.71,"Mercer, Gabriela Saucedo Mrs",REP,1,55.6,44.4,8435.0,8435.0,8435.0,4986.2,491.14,3939.94,93433.06,0,719827,39811,140122,819,-8,45,0.737831451,-108351,-104330,2,CHALLENGER,0,-47086
2014,CO-1,"Degette, Diana L.",DEM,0,20811.0,75661.0,75666.65,113518.18,111874.78,74023.25,1026745.17,"Walsh, Martin H",REP,1,65.7,29.2,921.65,921.65,921.65,620.97,2262.39,2563.07,16324.67,0,754294,52776,166515,897,-18,3977,0.769703856,-109612,-71460,0,CHALLENGER,0,-74745
2014,NV-1,"Titus, Dina",DEM,0,60355.0,139264.63,139264.63,30437.24,235867.71,344695.1,1086760.85,"Teijeiro, Annette",REP,1,56.8,37.9,3087.0,3087.0,3119.26,17127.11,117668.49,103660.64,161074.83,0,666665,37860,100237,839,-14,6379,0.618838547,-118199,-241034,0,CHALLENGER,0,-136145
2012,IN-8,"Crooks, David L",DEM,1,100389.03,212750.24,212994.71,68349.25,385545.19,530190.65,1055009.97,"Bucshon, Larry D",REP,0,43.1,53.4,100225.0,208784.95,208784.95,88357.48,266423.74,386851.21,1371506.76,1,721929,46160,199387,663,8,99,0.924877654,-119121,-143339,2,INCUMBENT,1,-4209
2014,TX-34,"Vela, Filemon Mr.",DEM,0,91178.56,165178.56,165178.56,168307.33,121929.39,118800.62,821878.57,"Smith, Larry Stanley",REP,1,59.6,38.4,45562.5,45562.5,45562.5,46024.81,933.46,471.15,123849.5,0,712561,34347,140587,639,-8,87,0.901585969,-120995,-118329,2,CHALLENGER,0,-119616
2012,AZ-9,"Sinema, Kyrsten",DEM,1,321636.86,367553.56,367553.56,163460.89,154703.22,358795.89,2167384.11,"Parker, Vernon",REP,1,48.3,45.2,136257.39,138257.39,138257.39,61834.98,31315.93,107738.34,1196196.62,0,732473,49758,140218,880,1,4444,0.778967962,-123387,-251057,0,CHALLENGER,0,-229296
2012,MN-5,"Ellison, Keith Maurice",DEM,0,211471.03,260371.03,262269.02,252547.14,133237.61,142959.49,2053544.11,"Fields, Chris",REP,1,74.7,25.3,40240.26,40240.26,40240.26,11415.67,4957.54,33782.13,365440.71,0,680525,52282,155432,859,-22,5016,0.695560046,-128280,-109177,0,CHALLENGER,0,-222028
2014,AR-2,"Hays, Patrick Henry",DEM,2,155360.14,230735.14,230735.14,117987.58,508049.76,620797.32,1565130.39,"Hill, James French",REP,2,43.6,51.9,271486.08,340736.08,340736.08,251398.76,378650.11,467987.43,2198995.68,1,746332,46601,188000,735,8,149,0.733161649,-129399,-152809,2,OPEN,0,110000
2012,TX-14,"Lampson, Nicholas",DEM,2,121873.48,196973.48,197050.04,83549.44,230114.69,343615.29,1187774.95,"Weber, Randy",REP,2,44.6,53.5,70895.0,71395.0,196395.0,154852.49,99169.06,140711.57,1359236.07,1,709301,52412,171941,799,12,290,0.717827833,-130945,-202903,2,OPEN,0,-655
2012,AZ-3,"Grijalva, Raul M",DEM,0,98823.1,148419.34,148490.34,132185.1,146332.93,162638.17,908543.77,"Mercer, Gabriela Saucedo",REP,1,57.8,37.7,22002.65,23002.65,23002.65,15428.77,10080.03,17653.91,242485.39,0,719827,39811,140122,819,-8,45,0.737831451,-136252,-144984,2,CHALLENGER,0,-125487
2014,CA-30,"Sherman, Brad",DEM,0,137462.0,235562.0,235562.0,305815.78,138262.97,68009.19,1517097.49,"Reed Sr., Mark Steven Sr.",REP,1,65.0,35.0,3241.85,3241.85,3241.85,552.43,1237.9,3927.32,10216.06,0,733740,68057,141648,1383,-14,5397,0.670110666,-137025,-64081,0,CHALLENGER,0,-232320
2014,MO-5,"Cleaver Ii, Emanuel",DEM,0,52090.61,184540.61,184540.61,90482.88,140405.88,234463.61,986750.65,"Turk, Jacob",REP,1,51.6,45.0,38345.2,38370.2,38370.2,20307.21,0.0,18062.99,140282.6,0,753557,43745,180104,774,-9,310,0.691110294,-140405,-216400,2,CHALLENGER,0,-146170
2012,RI-1,"Cicilline, David N",DEM,0,241409.5,301923.21,302379.36,167303.48,701249.22,836325.1,2405552.72,"Doherty, Brendan P.",REP,1,52.4,41.5,146005.96,221505.96,221711.29,112006.06,559645.19,669350.42,1528835.97,0,527461,51564,113928,877,-15,1964,0.778406366,-141604,-166974,0,CHALLENGER,0,-80668
2014,CT-3,"Delauro, Rosa L",DEM,0,57248.5,104558.5,104658.96,157139.14,152308.61,99828.43,1244886.07,"Brown, James E",REP,1,67.1,32.9,6355.0,6355.0,6355.0,3103.33,4969.08,8220.75,15346.0,0,715715,61654,173067,1086,-11,1521,0.750091866,-147339,-91607,0,CHALLENGER,0,-98303
2012,TX-18,"Lee, Sheila Jackson",DEM,0,12850.0,42100.0,42100.0,40972.79,163580.02,164707.23,600450.89,"Seibert, Sean Eric Lee",REP,1,75.0,22.6,1740.0,2240.0,2240.0,830.0,2337.0,3746.0,136944.69,0,727976,39432,119981,795,-24,3095,0.462125125,-161243,-160961,0,CHALLENGER,0,-39860
2012,RI-2,"Langevin, James R",DEM,0,102453.5,176603.5,176843.15,96516.16,276250.7,356577.69,1103438.77,"Riley, Michael G. Mr.",REP,1,55.7,35.2,25078.73,25178.73,213878.73,200287.67,111481.41,125072.47,1001713.87,0,523261,60624,133298,944,-8,683,0.846239257,-164769,-231505,1,CHALLENGER,0,37035
2012,ND-1,"Gulleson, Pam",DEM,2,60094.03,123163.31,123163.31,57949.67,313263.91,378477.55,1023930.51,"Cramer, Kevin",REP,2,41.8,55.0,246891.0,276391.0,276391.0,138670.18,135779.94,273500.76,1325478.8,1,703203,54920,189954,664,10,10,0.893640954,-177483,-104976,2,OPEN,0,153227
2014,IL-2,"Kelly, Robin L.",DEM,0,47951.8,147716.08,147716.08,85490.41,179266.29,241491.96,1345413.51,"Wallace, Eric M.",REP,1,78.1,21.9,4500.0,4500.0,4500.0,4823.12,1744.88,1421.76,22621.25,0,708298,44316,162658,869,-29,655,0.376900683,-177521,-240070,1,CHALLENGER,0,-143216
2012,CA-16,"Costa, Jim",DEM,0,34480.0,119500.01,119500.01,53691.14,222364.39,288173.26,1483125.53,"Whelan, Brian",REP,1,55.1,44.9,135064.67,139664.67,139664.67,40698.11,39177.74,138144.3,706128.67,0,716111,36488,96705,830,-7,252,0.566758505,-183186,-150028,2,CHALLENGER,0,20164
2012,MD-4,"Edwards, Donna",DEM,0,8812.52,61562.52,61562.52,116044.02,189937.04,135455.54,788055.51,"Loudon, Faith M",REP,1,77.1,20.9,16259.74,20659.74,20659.74,10143.89,3423.13,13938.98,76922.37,0,737812,72990,163229,1235,-26,2477,0.320137108,-186513,-121516,0,CHALLENGER,0,-40902
2012,NC-4,"Price, David",DEM,0,71780.0,151780.0,151780.0,168877.44,196391.32,179293.88,1141279.86,"D'Annunzio, Timothy Bruce",REP,1,74.4,25.6,320.0,320.0,210320.0,127736.66,9141.91,91725.25,614108.94,0,760235,48947,153283,866,-20,727,0.551372931,-187249,-87568,1,CHALLENGER,0,58540
2014,NY-21,"Woolf, Aaron",DEM,2,110942.58,207972.58,408078.23,27328.29,377084.52,757834.46,2045350.46,"Stefanik, Elise M.",REP,2,33.5,55.2,61338.63,88238.63,177055.3,209371.11,184419.09,152103.28,1950717.8,1,720207,49966,194393,789,0,47,0.922284843,-192665,-605731,2,OPEN,0,-231022
2012,ME-1,"Pingree, Chellie M",DEM,0,128277.01,166630.08,166806.44,27513.95,210158.4,349450.89,1024607.7,"Courtney, Jonathan T E",REP,1,64.7,35.3,6173.08,15677.94,15677.94,12963.56,16645.14,19359.52,129711.36,0,668113,53117,194974,856,-9,203,0.946366857,-193513,-330091,2,CHALLENGER,0,-151128
2014,MN-4,"Mccollum, Betty",DEM,0,66488.0,114963.0,115079.56,80122.27,214079.21,249036.5,863235.1,"Walhgren, Sharna",REP,1,61.2,32.9,14946.0,49213.51,49213.51,34663.31,0.0,14550.2,131726.82,0,679186,61118,168295,862,-11,2042,0.737197174,-214079,-234486,0,CHALLENGER,0,-65866
2012,WA-1,"Delbene, Suzan K",DEM,0,132822.0,1184312.0,1184312.0,1310559.5,317722.54,191475.04,4425725.62,"Koster, John ",REP,2,53.6,46.4,107420.45,115120.45,115120.45,102983.38,103494.95,115632.02,1214379.94,0,696870,79316,184858,1232,-4,112,0.818191341,-214227,-75843,2,OPEN,0,-1069191
2012,CA-9,"Mcnerney, Jerry",DEM,0,151204.87,245418.85,248204.13,41295.42,925928.56,1132837.27,2532626.42,"Gill, Ricky",REP,1,54.7,45.3,248615.98,383914.98,395271.93,83105.72,708410.44,1020576.65,2977717.26,0,719147,53453,132250,1010,-6,577,0.570947247,-217518,-112260,1,CHALLENGER,0,147067
2014,NV-4,"Horsford, Steven Alexzander",DEM,0,77361.65,170361.65,170375.94,45591.36,279719.36,404503.94,1935567.76,"Hardy, Cresent",REP,1,45.8,48.5,3040.36,3040.36,4446.36,26278.59,54830.79,32998.56,446357.92,1,691958,51567,138241,1016,-4,13,0.637066123,-224888,-371505,2,CHALLENGER,0,-165929
2014,MN-5,"Ellison, Keith Maurice",DEM,0,300439.57,348939.57,352356.04,385085.8,229460.28,196730.52,2090932.14,"Daggett, Douglas James",REP,1,70.9,24.0,11568.0,13121.0,13121.0,7605.68,0.0,5515.32,41564.5,0,680525,52282,155432,859,-22,5016,0.695560046,-229460,-191215,0,CHALLENGER,0,-339235
